Description,DamageType,DamageDice,MonsterId,ActionId
Each non-undead creature within 60 ft. of the ghost that can see it must succeed on a DC 13 Wisdom saving throw or be frightened for 1 minute. If the save fails by 5 or more the target also ages 1d4 × 10 years. A frightened target can repeat the saving throw at the end of each of its turns ending the frightened condition on itself on a success. If a target's saving throw is successful or the effect ends for it the target is immune to this ghost's Horrifying Visage for the next 24 hours. The aging effect can be reversed with a greater restoration spell but only within 24 hours of it occurring.,,,111,84
"One humanoid that the ghost can see within 5 ft. of it must succeed on a DC 13 Charisma saving throw or be possessed by the ghost; the ghost then disappears and the target is incapacitated and loses control of its body. The ghost now controls the body but doesn't deprive the target of awareness. The ghost can't be targeted by any attack spell or other effect except ones that turn undead and it retains its alignment Intelligence Wisdom Charisma and immunity to being charmed and frightened. It otherwise uses the possessed target's statistics but doesn't gain access to the target's knowledge class features or proficiencies.
The possession lasts until the body drops to 0 hit points the ghost ends it as a bonus action or the ghost is turned or forced out by an effect like the dispel evil and good spell. When the possession ends the ghost reappears in an unoccupied space within 5 ft. of the body. The target is immune to this ghost's Possession for 24 hours after succeeding on the saving throw or after the possession ends.",,,111,85
Melee Weapon Attack: +2 to hit reach 5 ft. one creature. Hit: 9 (2d6 + 2) piercing damage.,Piercing,2d6+2,112,6
Melee Weapon Attack: +4 to hit reach 5 ft. one target. Hit: 7 (2d4 + 2) slashing damage. If the target is a creature other than an elf or undead it must succeed on a DC 10 Constitution saving throw or be paralyzed for 1 minute. The target can repeat the saving throw at the end of each of its turns ending the effect on itself on a success.,Slashing,2d4+2,112,38
The ape makes two fist attacks.,,,113,1
Melee Weapon Attack: +9 to hit reach 10 ft. one target. Hit: 22 (3d10 + 6) bludgeoning damage.,Bludgeoning,3d10+6,113,20
Ranged Weapon Attack: +9 to hit range 50/100 ft. one target. Hit: 30 (7d6 + 6) bludgeoning damage.,Bludgeoning,7d6+6,113,21
The badger makes two attacks: one with its bite and one with its claws.,,,114,1
Melee Weapon Attack: +3 to hit reach 5 ft. one target. Hit: 4 (1d6 + 1) piercing damage.,Piercing,1d6+1,114,6
Melee Weapon Attack: +3 to hit reach 5 ft. one target. Hit: 6 (2d4 + 1) slashing damage.,Slashing,2d4+1,114,38
Melee Weapon Attack: +4 to hit reach 5 ft. one creature. Hit: 5 (1d6 + 2) piercing damage.,Piercing,1d6+2,115,6
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 10 (2d6 + 3) slashing damage.,Slashing,2d6+3,116,40
Melee Weapon Attack: +4 to hit reach 5 ft. one creature. Hit: 4 (1d4 + 2) piercing damage and the target must succeed on a DC 11 Constitution saving throw or take 10 (3d6) poison damage. If the poison damage reduces the target to 0 hit points the target is stable but poisoned for 1 hour even after regaining hit points and is paralyzed while poisoned in this way.,Piercing,1d4+2,117,6
Melee Weapon Attack: +6 to hit reach 10 ft. one creature. Hit: 11 (2d6 + 4) piercing damage.,Piercing,2d6+4,118,6
Melee Weapon Attack: +6 to hit reach 5 ft. one creature. Hit: 13 (2d8 + 4) bludgeoning damage and the target is grappled (escape DC 16). Until this grapple ends the creature is restrained and the snake can't constrict another target.,Bludgeoning,2d8+4,118,35
Melee Weapon Attack: +3 to hit reach 5 ft. one target. Hit: 4 (1d6 + 1) bludgeoning damage and the target is grappled (escape DC 11). The crab has two claws each of which can grapple only one target.,Bludgeoning,1d6+1,119,7
The crocodile makes two attacks: one with its bite and one with its tail.,,,120,1
Melee Weapon Attack: +8 to hit reach 5 ft. one target. Hit: 21 (3d10 + 5) piercing damage and the target is grappled (escape DC 16). Until this grapple ends the target is restrained and the crocodile can't bite another target.,Piercing,3d10+5,120,6
Melee Weapon Attack: +8 to hit reach 10 ft. one target not grappled by the crocodile. Hit: 14 (2d8 + 5) bludgeoning damage. If the target is a creature it must succeed on a DC 16 Strength saving throw or be knocked prone.,Bludgeoning,2d8+5,120,3
The eagle makes two attacks: one with its beak and one with its talons.,,,121,1
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 6 (1d6 + 3) piercing damage.,Piercing,1d6+3,121,26
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 10 (2d6 + 3) slashing damage.,Slashing,2d6+3,121,72
Melee Weapon Attack: +6 to hit reach 10 ft. one target. Hit: 11 (2d6 + 4) bludgeoning damage.,Bludgeoning,2d6+4,122,75
Melee Weapon Attack: +6 to hit reach 5 ft. one prone creature. Hit: 22 (4d8 + 4) bludgeoning damage.,Bludgeoning,4d8+4,122,46
Melee Weapon Attack: +1 to hit reach 5 ft. one target. Hit: 2 (1d6 - 1) slashing damage.,Slashing,1d6-1,123,6
Melee Weapon Attack: +3 to hit reach 5 ft. one target. Hit: 4 (1d6 + 1) piercing damage and the target is grappled (escape DC 11). Until this grapple ends the target is restrained and the frog can't bite another target.,Piercing,1d6+1,124,6
The frog makes one bite attack against a Small or smaller target it is grappling. If the attack hits the target is swallowed and the grapple ends. The swallowed target is blinded and restrained it has total cover against attacks and other effects outside the frog and it takes 5 (2d4) acid damage at the start of each of the frog's turns. The frog can have only one target swallowed at a time. If the frog dies a swallowed creature is no longer restrained by it and can escape from the corpse using 5 ft. of movement exiting prone.,,,124,36
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 8 (2d4 + 3) bludgeoning damage.,Bludgeoning,2d4+3,125,75
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 10 (2d6 + 3) piercing damage.,Piercing,2d6+3,126,6
Melee Weapon Attack: +4 to hit reach 5 ft. one target. Hit: 6 (1d8 + 2) piercing damage.,Piercing,1d8+2,127,6
Melee Weapon Attack: +5 to hit reach 15 ft. one target. Hit: 10 (2d6 + 3) bludgeoning damage. If the target is a creature it is grappled (escape DC 16). Until this grapple ends the target is restrained and the octopus can't use its tentacles on another target.,Bludgeoning,2d6+3,128,52
A 20-foot-radius cloud of ink extends all around the octopus if it is underwater. The area is heavily obscured for 1 minute although a significant current can disperse the ink. After releasing the ink the octopus can use the Dash action as a bonus action.,,,128,86
Melee Weapon Attack: +3 to hit reach 5 ft. one target. Hit: 8 (2d6 + 1) slashing damage.,Slashing,2d6+1,129,72
Melee Weapon Attack: +6 to hit reach 10 ft. one target. Hit: 6 (1d4 + 4) piercing damage and the target must make a DC 11 Constitution saving throw taking 10 (3d6) poison damage on a failed save or half as much damage on a successful one.,Piercing,1d4+4,130,6
Melee Weapon Attack: +4 to hit reach 5 ft. one target. Hit: 4 (1d4 + 2) piercing damage.,Piercing,1d4+2,131,6
Melee Weapon Attack: +4 to hit reach 5 ft. one target. Hit: 3 (1d4 + 2) piercing damage. If the target is a creature it must succeed on a DC 10 Constitution saving throw or contract a disease. Until the disease is cured the target can't regain hit points except by magical means and the target's hit point maximum decreases by 3 (1d6) every 24 hours. If the target's hit point maximum drops to 0 as a result of this disease the target dies.,Piercing,1d4+2,132,6
Melee Weapon Attack: +4 to hit reach 5 ft. one target. Hit: 6 (1d8 + 2) bludgeoning damage and the target is grappled (escape DC 12). The scorpion has two claws each of which can grapple only one target.,Bludgeoning,1d8+2,133,7
The scorpion makes three attacks: two with its claws and one with its sting.,,,133,1
Melee Weapon Attack: +4 to hit reach 5 ft. one creature. Hit: 7 (1d10 + 2) piercing damage and the target must make a DC 12 Constitution saving throw taking 22 (4d10) poison damage on a failed save or half as much damage on a successful one.,Piercing,1d10+2,133,41
Melee Weapon Attack: +3 to hit reach 5 ft. one target. Hit: 4 (1d6 + 1) bludgeoning damage.,Bludgeoning,1d6+1,134,75
Melee Weapon Attack: +9 to hit reach 5 ft. one target. Hit: 22 (3d10 + 6) piercing damage.,Piercing,3d10+6,135,6
Melee Weapon Attack: +5 to hit reach 5 ft. one creature. Hit: 7 (1d8 + 3) piercing damage and the target must make a DC 11 Constitution saving throw taking 9 (2d8) poison damage on a failed save or half as much damage on a successful one. If the poison damage reduces the target to 0 hit points the target is stable but poisoned for 1 hour even after regaining hit points and is paralyzed while poisoned in this way.,Piercing,1d8+3,136,6
Ranged Weapon Attack: +5 to hit range 30/60 ft. one creature. Hit: The target is restrained by webbing. As an action the restrained target can make a DC 12 Strength check bursting the webbing on a success. The webbing can also be attacked and destroyed (AC 10; hp 5; vulnerability to fire damage; immunity to bludgeoning poison and psychic damage).,,,136,76
Melee Weapon Attack: +4 to hit reach 5 ft. one target. Hit: 7 (1d10 + 2) piercing damage plus 5 (1d10) poison damage and the target is grappled (escape DC 13). Until this grapple ends the target is restrained and the toad can't bite another target.,Piercing,1d10+2,137,6
Melee Weapon Attack: +4 to hit reach 5 ft. one target. Hit: 7 (1d10 + 2) piercing damage plus 5 (1d10) poison damage and the target is grappled (escape DC 13). Until this grapple ends the target is restrained and the toad can't bite another target.,Poison,1d10,137,6
"The toad makes one bite attack against a Medium or smaller target it is grappling. If the attack hits the target is swallowed and the grapple ends. The swallowed target is blinded and restrained it has total cover against attacks and other effects outside the toad and it takes 10 (3d6) acid damage at the start of each of the toad's turns. The toad can have only one target swallowed at a time.
If the toad dies a swallowed creature is no longer restrained by it and can escape from the corpse using 5 feet of movement exiting prone.",,,137,36
The vulture makes two attacks: one with its beak and one with its talons.,,,138,1
Melee Weapon Attack: +4 to hit reach 5 ft. one target. Hit: 7 (2d4 + 2) piercing damage.,Piercing,2d4+2,138,26
Melee Weapon Attack: +4 to hit reach 5 ft. one target. Hit: 9 (2d6 + 2) slashing damage.,Slashing,2d6+2,138,72
Melee Weapon Attack: +4 to hit reach 5 ft. one creature. Hit: 5 (1d6 + 2) piercing damage and the target must make a DC 11 Constitution saving throw taking 10 (3d6) poison damage on a failed save or half as much damage on a successful one. If the poison damage reduces the target to 0 hit points the target is stable but poisoned for 1 hour even after regaining hit points and is paralyzed while poisoned in this way.,Piercing,1d6+2,139,41
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 5 (1d4 + 3) piercing damage.,Piercing,1d4+3,140,6
Melee Weapon Attack: +3 to hit reach 5 ft. one creature. Hit: 4 (1d6 + 1) piercing damage and the target must make a DC 11 Constitution saving throw taking 7 (2d6) poison damage on a failed save or half as much damage on a successful one. If the poison damage reduces the target to 0 hit points the target is stable but poisoned for 1 hour even after regaining hit points and is paralyzed while poisoned in this way.,Piercing,1d6+1,141,6
The gibbering mouther makes one bite attack and if it can uses its Blinding Spittle.,,,142,1
Melee Weapon Attack: +2 to hit reach 5 ft. one creature. Hit: 17 (5d6) piercing damage. If the target is Medium or smaller it must succeed on a DC 10 Strength saving throw or be knocked prone. If the target is killed by this damage it is absorbed into the mouther.,Bludgeoning,5d6,142,87
The mouther spits a chemical glob at a point it can see within 15 feet of it. The glob explodes in a blinding flash of light on impact. Each creature within 5 feet of the flash must succeed on a DC 13 Dexterity saving throw or be blinded until the end of the mouther's next turn.,,,142,88
The glabrezu makes four attacks: two with its pincers and two with its fists. Alternatively it makes two attacks with its pincers and casts one spell.,,,143,1
Melee Weapon Attack: +9 to hit reach 10 ft. one target. Hit: 16 (2d10 + 5) bludgeoning damage. If the target is a Medium or smaller creature it is grappled (escape DC 15). The glabrezu has two pincers each of which can grapple only one target.,Bludgeoning,2d10+5,143,51
Melee Weapon Attack: +9 to hit reach 5 ft. one target. Hit: 7 (2d4 + 2) bludgeoning damage.,Bludgeoning,2d4+2,143,20
